"Iter" "x" "y"
1 1.07212190081016 0.146269665526113
2 0.940677850075889 0.274786106749791
3 0.122699528437512 0.0416903963583355
4 0.50105359439562 0.491484614064262
5 0.314921727121274 0.23058567607998
6 0.631022811587927 1.24636162599629
7 0.948649386728703 1.51443589864531
8 0.558020092488716 0.499495009211622
9 0.696313211935959 1.4929738648047
10 0.25526914349281 0.00812092431766531
11 0.650243056373594 -0.330206839733207
12 1.45301104372413 0.362499645358974
13 0.725280088705526 1.39289908348884
14 0.776427885023209 0.700648967457896
15 0.352959784421848 1.79959225804742
16 1.08945234983027 -0.140206017181575
17 1.15349552019574 0.837269118057777
18 0.620192575505124 0.218520784214966
19 1.42906779093208 -0.0444410933659998
20 0.497603592598593 -0.406169391173895
21 0.355222817128401 0.510823028346547
22 0.681096715319172 0.996527213696604
23 1.94237639803002 -0.504626961820891
24 0.143791611870825 0.820602760467861
25 0.520116231662269 0.0709686313715659
26 0.768606310611517 -0.989359840145138
27 0.75938135511815 0.974928468853252
28 0.51129164948751 0.691968251950889
29 0.269418992372082 0.228888364384567
30 0.421854703803253 2.19928700062165
31 0.195723739615098 0.695410512430066
32 0.638459527901478 -0.223869389997204
33 0.324758544284505 1.16469355376674
34 0.324536759021557 1.97996082786959
35 0.78074414236877 1.52711769612997
36 0.792555457175776 -0.987199861046511
37 0.924587654458426 0.287465867862816
38 0.918968392723866 0.574585241142493
39 0.403073365504454 1.30198840849495
40 0.187086641478314 0.00445406329591136
41 0.847983299856426 0.457325266567338
42 0.74191121391775 0.193949659963688
43 0.861874306121755 -0.0246875018113289
44 0.56184569817281 1.23026611999764
45 0.261430517466444 1.00607821268981
46 0.801891858153154 0.827834210261877
47 0.642405834472051 1.07605040232302
48 0.601013990243506 0.414031180398517
49 1.40388263750762 0.557977104147042
50 0.818627399009977 -0.211862343485678
51 1.13046545002575 0.133441338778786
52 1.0023535398035 -0.445562114277424
53 0.447608637048689 1.97164283618055
54 0.197657644886055 1.37179143742566
55 1.55245715266391 -0.151557359905893
56 1.20776568026256 1.01999611833067
57 0.612179131569071 -0.124449456036534
58 0.0956633950139822 0.18406295158494
59 0.728191057876181 -0.928121950440415
60 0.309500182373251 0.990911018408722
61 0.75928063797753 0.311676010222254
62 0.602187205346288 1.25189627783109
63 0.209566090205338 1.82129777004184
64 0.372403966968164 0.875236897335668
65 0.635993349961978 0.368728391951192
66 0.122959680308379 0.801967316460886
67 0.395998296488464 1.65136649809596
68 0.903810983868448 0.485373926634688
69 0.28703270369812 0.0544868489829328
70 0.612652617829616 -0.524958330967889
71 0.776867451270916 0.85768849062274
72 0.0651759674171193 1.11282111692536
73 0.44320036960093 0.362523824611624
74 0.0684362741190701 0.855045984071368
75 0.326747281276805 -0.14673600991145
76 0.741557066904594 -1.03226996196146
77 0.184877628981302 -0.310945973826327
78 0.12329138412634 -0.9124503077015
79 0.956196277666111 0.722842413006605
80 0.536656485185774 -0.689904853582271
81 0.801221617386802 -0.99010093153554
82 0.572006713736641 1.11302978126241
83 0.251331706753988 0.860252752275322
84 0.328061621949282 1.42585169219006
85 0.588286977490773 0.973210493964009
86 0.564495786021755 0.913307242060341
87 0.679693351385891 -0.275729265624536
88 0.795338156323724 1.03830570114997
89 0.617768144348115 0.684806407234264
90 0.369665940524998 -0.541886857719651
91 0.843460808889061 -0.141351996707934
92 0.344901131678569 0.116935908364426
93 0.342789363087302 -0.700268596554903
94 0.663510050162568 0.840054979865617
95 0.381841103771013 0.697004244651585
96 0.799215230822028 0.255483090469337
97 0.439851722894846 -0.224530964112722
98 0.642490581641723 1.23229535923975
99 0.291132771527579 0.877112095591301
100 0.66803081016251 0.269602164263082
101 0.343857034102495 0.00142348009054971
102 0.406998527855237 2.26389507234705
103 1.49658535084575 -0.135613502279979
104 0.616349306109021 0.65439817756793
105 0.352189331485525 2.59105054228848
106 1.03358864045458 0.900376395496401
107 0.976472678848382 0.460443315167142
108 0.844318652502893 0.998285447023732
109 0.493521432566724 0.512025875783129
110 0.675874556196052 1.9693390775606
111 0.939095711978197 0.80747659829146
112 0.779153008598522 0.464404246454284
113 0.805622666508118 0.708532448355784
114 0.251064296700317 0.672812881027989
115 0.355509061510367 1.21628121789804
116 0.754401628586846 -0.349296538947957
117 1.14142509127418 -1.11088446869291
118 0.467428540143228 1.40240112543807
119 0.941628168050055 0.0160186530870087
120 0.30624013032073 0.251128085079667
121 1.65260726097922 0.15517013467535
122 0.308863962491997 0.610693134893826
123 0.67267400205566 2.0426717233119
124 0.708056995204574 -0.303286498007842
125 0.752794092778726 0.649907424569838
126 0.623010963933236 1.07389472729181
127 0.575648451145911 0.408846853170844
128 0.356742000601872 1.51556775092791
129 0.469018286726155 -0.112409336012798
130 1.23374240522056 0.152551682396376
131 0.676040812283181 -0.331732622437103
132 0.309501805069069 1.33508727319836
